image_path,label,num_potholes,x,y,w,h
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011504.JPG,1,3,2042,712,52,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011504.JPG,1,3,2138,782,62,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011526.JPG,1,1,2014,750,132,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011555.JPG,1,2,2210,822,96,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011555.JPG,1,2,2534,828,306,108
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011560.JPG,1,1,2184,722,84,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011563.JPG,1,2,2428,1084,346,86
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011563.JPG,1,2,2834,956,146,58
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011567.JPG,1,1,2246,920,176,40
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011573.JPG,1,2,2312,1064,110,48
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011573.JPG,1,2,1860,1016,160,58
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011586.JPG,1,3,1216,938,256,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011586.JPG,1,3,1966,914,122,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011586.JPG,1,3,2078,812,186,38
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011590.JPG,1,6,1424,1048,150,44
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011590.JPG,1,6,1538,828,128,38
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011590.JPG,1,6,2020,756,70,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011590.JPG,1,6,2194,752,44,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011590.JPG,1,6,2204,792,110,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011590.JPG,1,6,2038,710,88,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011593.JPG,1,3,1376,980,368,100
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011593.JPG,1,3,2280,922,168,64
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011593.JPG,1,3,2644,856,150,68
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011610.JPG,1,1,1354,968,94,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011613.JPG,1,1,2048,716,48,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011619.JPG,1,1,1668,742,104,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011621.JPG,1,1,1384,896,230,54
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011643.JPG,1,1,2164,922,144,60
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011701.JPG,1,1,1890,678,38,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011702.JPG,1,1,1886,696,52,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011704.JPG,1,1,1860,754,98,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011759.JPG,1,4,2222,826,62,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011759.JPG,1,4,2046,722,52,10
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011759.JPG,1,4,2324,714,88,10
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011759.JPG,1,4,2298,718,86,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011760.JPG,1,4,2268,918,106,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011760.JPG,1,4,2020,752,62,10
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011760.JPG,1,4,2350,740,100,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011760.JPG,1,4,2314,752,70,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011761.JPG,1,4,1996,788,76,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011761.JPG,1,4,2398,770,112,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011761.JPG,1,4,2358,786,146,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011761.JPG,1,4,2126,808,58,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011763.JPG,1,5,1948,942,134,38
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011763.JPG,1,5,2202,1008,112,40
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011763.JPG,1,5,2580,940,192,52
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011763.JPG,1,5,2598,888,196,44
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011763.JPG,1,5,1972,768,88,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011764.JPG,1,4,2860,996,282,82
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011764.JPG,1,4,1964,806,108,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011764.JPG,1,4,2140,818,84,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011764.JPG,1,4,1632,754,42,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011766.JPG,1,3,2242,978,190,56
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011766.JPG,1,3,1662,838,88,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011766.JPG,1,3,2506,1034,234,42
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011770.JPG,1,2,1892,774,116,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011770.JPG,1,2,1688,740,46,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011771.JPG,1,2,1836,830,154,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011771.JPG,1,2,1600,782,56,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011775.JPG,1,1,1190,958,74,20
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011866.JPG,1,2,1950,752,38,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011866.JPG,1,2,1802,744,34,12
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011870.JPG,1,3,1914,898,74,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011870.JPG,1,3,1666,866,84,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011870.JPG,1,3,1844,816,66,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011872.JPG,1,3,1936,970,94,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011872.JPG,1,3,1636,914,98,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011872.JPG,1,3,1850,846,78,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011873.JPG,1,5,1234,1036,100,32
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011873.JPG,1,5,1936,1040,102,36
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011873.JPG,1,5,1592,964,114,44
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011873.JPG,1,5,1838,876,94,32
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011873.JPG,1,5,1668,866,44,16
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011874.JPG,1,3,1458,1008,160,66
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011874.JPG,1,3,1774,892,122,44
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011874.JPG,1,3,1586,872,46,18
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011875.JPG,1,3,1672,956,160,66
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011875.JPG,1,3,1278,1016,100,26
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011875.JPG,1,3,1452,924,52,28
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011877.JPG,1,2,1544,886,108,22
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011877.JPG,1,2,2344,836,58,14
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011880.JPG,1,1,1374,882,78,24
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011935.JPG,1,1,1804,942,122,40
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011938.JPG,1,4,1972,934,114,34
/Users/vivekreddypalsani/Documents/mahindra/mahindra-3rd/3rd-fall/DIP/project/Dataset/train/Train_data/Cropped_data/Positive_data/G0011938.JPG,1,4,2808,884,90,18
